,% difference,area,new price,old price,price difference,property area,rooms,type,zip code
870,-6 %,142 m²,1.595.000,1.495.000,-100.000,1.210 m²,5, Villa,8400 Ebeltoft
871,-8 %,63 m²,1.195.000,1.095.000,-100.000,925.870 m²,3, Fritidshus,8400 Ebeltoft
872,-12 %,82 m²,650.000,575.000,-75.000,757 m²,4, Villa,8400 Ebeltoft
873,-7 %,227 m²,1.398.000,1.298.000,-100.000,1.089 m²,7, Villa,8400 Ebeltoft
874,-8 %,83 m²,895.000,825.000,-70.000,1.300 m²,3, Fritidshus,8400 Ebeltoft
875,-6 %,65 m²,895.000,845.000,-50.000,1.358 m²,4, Fritidshus,8400 Ebeltoft
876,-1 %,63 m²,1.095.000,1.089.000,-6.000,956.025 m²,3, Fritidshus,8400 Ebeltoft
877,-7 %,147 m²,1.395.000,1.295.000,-100.000,922 m²,4, Villa,8400 Ebeltoft
878,-4 %,67 m²,675.000,650.000,-25.000,1.208 m²,4, Fritidshus,8400 Ebeltoft
879,-2 %,232 m²,4.495.000,4.395.000,-100.000,1.755 m²,6, Villa,8410 Rønde
880,-5 %,133 m²,2.998.000,2.848.000,-150.000,967 m²,4, Villa,8410 Rønde
881,-3 %,162 m²,2.998.000,2.898.000,-100.000,869 m²,4, Villa,8410 Rønde
882,-3 %,193 m²,3.198.000,3.098.000,-100.000,901 m²,6, Villa,8410 Rønde
883,-20 %,81 m²,995.000,795.000,-200.000,820 m²,3, Villa,8420 Knebel
884,-10 %,85 m²,1.995.000,1.795.000,-200.000,710 m²,3, Fritidshus,8420 Knebel
885,-3 %,191 m²,825.000,798.000,-27.000,790 m²,5, Villa,8444 Balle
886,-8 %,252 m²,6.500.000,6.000.000,-500.000,27.700 m²,8, Landejendom,8462 Harlev J
887,-8 %,166 m²,2.498.000,2.298.000,-200.000,1.174 m²,5, Villa,8462 Harlev J
888,-4 %,149 m²,2.795.000,2.695.000,-100.000,803 m²,4, Villa,8462 Harlev J
889,-4 %,144 m²,2.595.000,2.495.000,-100.000,703 m²,4, Villa,8462 Harlev J
890,-12 %,56 m²,399.000,350.000,-49.000,0 m²,2, Andelsbolig,8464 Galten
891,-3 %,114 m²,1.950.000,1.898.000,-52.000,624 m²,4, Villa,8464 Galten
892,-4 %,152 m²,2.850.000,2.748.000,-102.000,906 m²,6, Villa,8464 Galten
893,-8 %,136 m²,2.495.000,2.295.000,-200.000,14.904 m²,4, Villa,8471 Sabro
894,-4 %,124 m²,1.345.000,1.295.000,-50.000,0 m²,6, Villa,8500 Grenaa
895,-10 %,87 m²,445.000,399.000,-46.000,401 m²,3, Villa,8500 Grenaa
896,-3 %,149 m²,1.950.000,1.895.000,-55.000,448 m²,6, Rækkehus,8500 Grenaa
897,-6 %,104 m²,948.000,895.000,-53.000,711 m²,3, Villa,8500 Grenaa
898,-4 %,126 m²,1.495.000,1.435.000,-60.000,755 m²,5, Villa,8500 Grenaa
899,-5 %,159 m²,4.199.000,3.999.000,-200.000,819 m²,5, Villa,8520 Lystrup
900,-4 %,139 m²,2.799.000,2.675.000,-124.000,825 m²,4, Villa,8520 Lystrup
901,-8 %,99 m²,1.299.000,1.199.000,-100.000,0 m²,4, Andelsbolig,8541 Skødstrup
902,-4 %,220 m²,1.348.000,1.295.000,-53.000,568 m²,7, Villa,8550 Ryomgård
903,-37 %,71 m²,395.000,250.000,-145.000,1.387 m²,4, Fritidshus,8560 Kolind
904,-18 %,96 m²,398.000,325.000,-73.000,820 m²,3, Villa,8581 Nimtofte
905,-7 %,0 m²,697.000,645.000,-52.000,820 m²,0, Helårsgrund,8585 Glesborg
906,-4 %,198 m²,1.345.000,1.295.000,-50.000,1.211 m²,7, Fritidshus,8585 Glesborg
907,-7 %,163 m²,1.395.000,1.295.000,-100.000,1.479 m²,5, Fritidshus,8585 Glesborg
908,-9 %,58 m²,865.000,785.000,-80.000,1.315 m²,3, Fritidshus,8585 Glesborg
909,-6 %,295 m²,1.795.000,1.695.000,-100.000,1.389 m²,8, Villa,8585 Glesborg
910,-8 %,60 m²,595.000,550.000,-45.000,1.366 m²,3, Fritidshus,8585 Glesborg
911,-7 %,159 m²,1.079.000,999.000,-80.000,1.980 m²,5, Villa,8585 Glesborg
912,-11 %,78 m²,880.000,780.000,-100.000,1.203 m²,4, Fritidshus,8585 Glesborg
913,-17 %,0 m²,295.000,245.000,-50.000,1.329 m²,0, Fritidsgrund,8585 Glesborg
914,-11 %,80 m²,895.000,798.000,-97.000,760 m²,4, Fritidshus,8585 Glesborg
915,-7 %,71 m²,965.000,899.000,-66.000,1.223 m²,5, Fritidshus,8585 Glesborg
916,-6 %,216 m²,2.175.000,2.050.000,-125.000,7.320 m²,9, Villa,8586 Ørum Djurs
917,-43 %,233 m²,10.995.000,6.295.000,-4.700.000,124.253 m²,6, Landejendom,8600 Silkeborg
918,-9 %,122 m²,1.645.000,1.495.000,-150.000,754 m²,4, Villa,8600 Silkeborg
919,-4 %,187 m²,2.395.000,2.295.000,-100.000,700 m²,7, Villa,8600 Silkeborg
920,-4 %,155 m²,2.395.000,2.295.000,-100.000,833 m²,5, Villa,8600 Silkeborg
921,-2 %,91 m²,2.395.000,2.350.000,-45.000,389 m²,2, Villa,8600 Silkeborg
922,-3 %,124 m²,2.050.000,1.998.000,-52.000,700 m²,4, Villa,8600 Silkeborg
923,-3 %,169 m²,3.195.000,3.095.000,-100.000,995 m²,6, Villa,8600 Silkeborg
924,-9 %,155 m²,2.195.000,1.999.000,-196.000,1.071 m²,6, Villa,8600 Silkeborg
925,-6 %,122 m²,635.000,595.000,-40.000,1.379 m²,6, Villa,8620 Kjellerup
926,-3 %,150 m²,1.645.000,1.595.000,-50.000,950 m²,4, Villa,8632 Lemming
927,-2 %,163 m²,2.295.000,2.245.000,-50.000,860 m²,5, Villa,8643 Ans by
928,-4 %,139 m²,2.495.000,2.395.000,-100.000,1.302 m²,4, Villa,8653 Them
929,-3 %,137 m²,1.335.000,1.295.000,-40.000,1.501 m²,4, Villa,8653 Them
930,-4 %,126 m²,2.598.000,2.498.000,-100.000,169 m²,5, Rækkehus,8660 Skanderborg
931,-5 %,226 m²,1.898.000,1.798.000,-100.000,1.822 m²,7, Villa,8660 Skanderborg
932,-4 %,213 m²,4.995.000,4.795.000,-200.000,1.220 m²,6, Villa,8660 Skanderborg
933,-4 %,190 m²,2.599.000,2.499.000,-100.000,807 m²,7, Villa,8670 Låsby
934,-4 %,241 m²,8.195.000,7.900.000,-295.000,5.995 m²,7, Villa,8680 Ry
935,-3 %,211 m²,3.795.000,3.695.000,-100.000,1.281 m²,7, Villa,8680 Ry
936,-5 %,84 m²,2.195.000,2.095.000,-100.000,909 m²,3, Villa,8680 Ry
937,-5 %,139 m²,2.998.000,2.850.000,-148.000,1.282 m²,5, Villa,8680 Ry
938,-3 %,145 m²,3.095.000,2.995.000,-100.000,965 m²,5, Villa,8680 Ry
939,-8 %,157 m²,2.295.000,2.100.000,-195.000,884 m²,5, Villa,8700 Horsens
940,-4 %,157 m²,1.195.000,1.145.000,-50.000,1.804 m²,4, Villa,8700 Horsens
941,-3 %,99 m²,1.499.000,1.450.000,-49.000,1.379 m²,5, Villa,8700 Horsens
942,-2 %,85 m²,1.098.000,1.078.000,-20.000,508 m²,4, Villa,8700 Horsens
943,-3 %,105 m²,1.595.000,1.545.000,-50.000,583 m²,4, Villa,8700 Horsens
944,-22 %,106 m²,250.000,195.000,-55.000,0 m²,3, Andelsbolig,8700 Horsens
945,-5 %,118 m²,1.685.000,1.595.000,-90.000,821 m²,4, Villa,8700 Horsens
946,-10 %,173 m²,1.995.000,1.795.000,-200.000,1.124 m²,7, Villa,8700 Horsens
947,-5 %,117 m²,1.895.000,1.795.000,-100.000,452 m²,4, Villa,8700 Horsens
948,-11 %,83 m²,895.000,795.000,-100.000,19.298 m²,3, Villa,8700 Horsens
949,-3 %,177 m²,1.695.000,1.645.000,-50.000,860 m²,6, Villa,8700 Horsens
950,-2 %,120 m²,1.635.000,1.595.000,-40.000,1.097 m²,6, Villa,8700 Horsens
951,-3 %,67 m²,875.000,845.000,-30.000,515 m²,2, Villa,8722 Hedensted
952,-8 %,124 m²,1.145.000,1.055.000,-90.000,805 m²,3, Villa,8723 Løsning
953,-19 %,0 m²,399.000,325.000,-74.000,1.054 m²,0, Helårsgrund,8732 Hovedgård
954,-3 %,132 m²,1.445.000,1.395.000,-50.000,800 m²,5, Villa,8751 Gedved
955,-4 %,93 m²,1.145.000,1.099.000,-46.000,747 m²,4, Villa,8752 Østbirk
956,-1 %,161 m²,1.395.000,1.375.000,-20.000,284 m²,6, Villa,8752 Østbirk
957,-14 %,132 m²,695.000,595.000,-100.000,784 m²,4, Villa,8800 Viborg
958,-2 %,110 m²,1.725.000,1.695.000,-30.000,744 m²,4, Villa,8800 Viborg
959,-5 %,114 m²,975.000,925.000,-50.000,837 m²,4, Villa,8800 Viborg
960,-5 %,104 m²,1.498.000,1.425.000,-73.000,1.470 m²,3, Ejerlejlighed,8800 Viborg
961,-3 %,90 m²,1.185.000,1.145.000,-40.000,0 m²,3, Ejerlejlighed,8800 Viborg
962,-5 %,155 m²,1.995.000,1.895.000,-100.000,749 m²,5, Villa,8800 Viborg
963,-6 %,117 m²,1.595.000,1.495.000,-100.000,958 m²,3, Villa,8800 Viborg
964,-13 %,204 m²,795.000,695.000,-100.000,10.799 m²,7, Landejendom,8832 Skals
965,-8 %,105 m²,645.000,595.000,-50.000,900 m²,4, Villa,8832 Skals
966,-14 %,118 m²,875.000,750.000,-125.000,970 m²,3, Villa,8840 Rødkærsbro
967,-7 %,190 m²,1.375.000,1.285.000,-90.000,1.229 m²,5, Villa,8840 Rødkærsbro
968,-4 %,172 m²,1.275.000,1.225.000,-50.000,819 m²,6, Villa,8850 Bjerringbro
969,-5 %,185 m²,685.000,650.000,-35.000,962 m²,5, Villa,8850 Bjerringbro
970,-4 %,130 m²,825.000,795.000,-30.000,1.505 m²,5, Villa,8850 Bjerringbro
971,-15 %,93 m²,685.000,585.000,-100.000,971 m²,4, Villa,8860 Ulstrup
972,-3 %,188 m²,1.445.000,1.395.000,-50.000,1.142 m²,8, Villa,8860 Ulstrup
973,-6 %,96 m²,635.000,595.000,-40.000,480 m²,5, Villa,8870 Langå
974,-4 %,90 m²,1.245.000,1.195.000,-50.000,964 m²,4, Villa,8882 Fårvang
975,-8 %,103 m²,1.295.000,1.195.000,-100.000,628 m²,3, Ejerlejlighed,8900 Randers C
976,-2 %,228 m²,2.745.000,2.695.000,-50.000,711 m²,6, Villa,8920 Randers NV
977,-5 %,0 m²,760.000,720.000,-40.000,51.690 m²,0, Landejendom,8920 Randers NV
978,-6 %,188 m²,1.795.000,1.695.000,-100.000,912 m²,6, Villa,8920 Randers NV
979,-20 %,146 m²,2.495.000,1.995.000,-500.000,13.785 m²,6, Villa,8920 Randers NV
980,-7 %,134 m²,1.495.000,1.395.000,-100.000,551 m²,4, Villa,8920 Randers NV
981,-4 %,189 m²,1.845.000,1.775.000,-70.000,1.143 m²,5, Villa,8920 Randers NV
982,-6 %,175 m²,1.595.000,1.495.000,-100.000,729 m²,6, Villa,8930 Randers NØ
983,-7 %,78 m²,848.000,785.000,-63.000,0 m²,3, Ejerlejlighed,8930 Randers NØ
984,-4 %,115 m²,1.395.000,1.345.000,-50.000,520 m²,5, Villa,8960 Randers SØ
985,-17 %,101 m²,595.000,495.000,-100.000,154 m²,4, Rækkehus,8960 Randers SØ
986,-6 %,95 m²,1.175.000,1.099.000,-76.000,0 m²,3, Ejerlejlighed,8960 Randers SØ
987,-3 %,153 m²,2.680.000,2.598.000,-82.000,1.120 m²,5, Villa,8960 Randers SØ
988,-3 %,79 m²,1.095.000,1.065.000,-30.000,1.200 m²,4, Fritidshus,8961 Allingåbro
989,-3 %,102 m²,1.395.000,1.360.000,-35.000,1.207 m²,3, Villa,8963 Auning
990,-4 %,146 m²,1.395.000,1.335.000,-60.000,840 m²,4, Villa,8970 Havndal
991,-9 %,135 m²,1.100.000,1.000.000,-100.000,4.325 m²,5, Villa,8983 Gjerlev J.
992,-5 %,108 m²,2.098.000,1.998.000,-100.000,0 m²,3, Ejerlejlighed,9000 Aalborg
993,-6 %,240 m²,5.298.000,4.998.000,-300.000,977 m²,8, Villa,9000 Aalborg
994,-2 %,89 m²,2.395.000,2.345.000,-50.000,0 m²,3, Ejerlejlighed,9000 Aalborg
995,-3 %,142 m²,3.095.000,2.995.000,-100.000,0 m²,4, Ejerlejlighed,9000 Aalborg
996,-4 %,115 m²,2.595.000,2.495.000,-100.000,0 m²,3, Ejerlejlighed,9000 Aalborg
997,-3 %,109 m²,1.845.000,1.795.000,-50.000,0 m²,5, Rækkehus,9000 Aalborg
998,-1 %,57 m²,1.395.000,1.375.000,-20.000,0 m²,2, Ejerlejlighed,9000 Aalborg
999,-3 %,96 m²,2.398.000,2.328.000,-70.000,340 m²,4, Rækkehus,9000 Aalborg
1000,-3 %,154 m²,3.495.000,3.395.000,-100.000,981 m²,5, Villa,9210 Aalborg SØ
1001,-5 %,171 m²,2.098.000,1.998.000,-100.000,752 m²,6, Villa,9230 Svenstrup J.
1002,-3 %,152 m²,3.075.000,2.975.000,-100.000,707 m²,5, Villa,9230 Svenstrup J.
1003,-6 %,98 m²,1.495.000,1.399.000,-96.000,746 m²,5, Villa,9230 Svenstrup J.
1004,-10 %,130 m²,1.998.000,1.799.000,-199.000,1.000 m²,3, Villa,9230 Svenstrup J.
1005,-3 %,120 m²,1.795.000,1.750.000,-45.000,339 m²,4, Villa,9230 Svenstrup J.
1006,-3 %,164 m²,2.350.000,2.275.000,-75.000,804 m²,4, Villa,9230 Svenstrup J.
1007,-5 %,171 m²,945.000,895.000,-50.000,1.390 m²,6, Villa,9240 Nibe
1008,-5 %,176 m²,1.998.000,1.898.000,-100.000,703 m²,5, Villa,9270 Klarup
1009,-6 %,116 m²,795.000,745.000,-50.000,1.000 m²,4, Villa,9293 Kongerslev
1010,-13 %,270 m²,1.498.000,1.298.000,-200.000,1.259 m²,7, Villa,9300 Sæby
1011,-9 %,143 m²,1.095.000,998.000,-97.000,15.000 m²,3, Villa,9300 Sæby
1012,-7 %,147 m²,2.145.000,1.995.000,-150.000,64.070 m²,4, Landejendom,9310 Vodskov
1013,-2 %,202 m²,2.195.000,2.145.000,-50.000,1.057 m²,6, Villa,9310 Vodskov
1014,-4 %,135 m²,1.245.000,1.195.000,-50.000,850 m²,3, Villa,9310 Vodskov
1015,-3 %,179 m²,2.898.000,2.825.000,-73.000,906 m²,5, Villa,9320 Hjallerup
1016,-3 %,110 m²,1.125.000,1.095.000,-30.000,568 m²,4, Villa,9330 Dronninglund
1017,-5 %,253 m²,2.945.000,2.799.000,-146.000,1.402 m²,8, Villa,9330 Dronninglund
1018,-4 %,182 m²,2.600.000,2.499.000,-101.000,10.352 m²,5, Villa,9362 Gandrup
1019,-6 %,148 m²,1.750.000,1.650.000,-100.000,1.012 m²,4, Villa,9370 Hals
1020,-4 %,70 m²,875.000,840.000,-35.000,7.514 m²,3, Fritidshus,9370 Hals
1021,-4 %,215 m²,3.395.000,3.245.000,-150.000,30.090 m²,6, Villa,9370 Hals
1022,-7 %,200 m²,2.695.000,2.495.000,-200.000,1.640 m²,5, Villa,9370 Hals
1023,-3 %,218 m²,1.545.000,1.495.000,-50.000,6.339 m²,5, Landejendom,9382 Tylstrup
1024,-4 %,75 m²,1.300.000,1.250.000,-50.000,0 m²,3, Ejerlejlighed,9400 Nørresundby
1025,-2 %,160 m²,2.495.000,2.445.000,-50.000,735 m²,6, Villa,9430 Vadum
1026,-3 %,112 m²,900.000,875.000,-25.000,532 m²,4, Villa,9440 Aabybro
1027,-6 %,203 m²,1.795.000,1.695.000,-100.000,700 m²,6, Villa,9440 Aabybro
1028,-6 %,158 m²,1.595.000,1.495.000,-100.000,1.629 m²,6, Villa,9440 Aabybro
1029,-9 %,94 m²,275.000,250.000,-25.000,0 m²,3, Andelsbolig,9460 Brovst
1030,-6 %,210 m²,650.000,610.000,-40.000,873 m²,7, Villa,9460 Brovst
1031,-7 %,87 m²,375.000,350.000,-25.000,230 m²,4, Villa,9460 Brovst
1032,-8 %,157 m²,1.250.000,1.150.000,-100.000,4.975 m²,6, Landejendom,9460 Brovst
1033,-9 %,74 m²,2.298.000,2.098.000,-200.000,4.405 m²,4, Fritidshus,9480 Løkken
1034,-8 %,66 m²,650.000,595.000,-55.000,848 m²,2, Fritidshus,9480 Løkken
1035,-7 %,65 m²,749.000,695.000,-54.000,1.810 m²,3, Fritidshus,9490 Pandrup
1036,-5 %,126 m²,4.295.000,4.095.000,-200.000,1.120 m²,4, Fritidshus,9492 Blokhus
1037,-13 %,322 m²,5.995.000,5.195.000,-800.000,5.429 m²,8, Villa,9520 Skørping
1038,-3 %,111 m²,406.005,393.145,-12.860,0 m²,3, Andelsbolig,9530 Støvring
1039,-4 %,156 m²,2.249.000,2.150.000,-99.000,1.100 m²,5, Villa,9530 Støvring
1040,-5 %,223 m²,4.195.000,3.995.000,-200.000,1.000 m²,5, Villa,9530 Støvring
1041,-1 %,158 m²,2.245.000,2.225.000,-20.000,717 m²,5, Villa,9560 Hadsund
1042,-3 %,111 m²,1.175.000,1.145.000,-30.000,550 m²,6, Villa,9560 Hadsund
1043,-6 %,83 m²,845.000,795.000,-50.000,2.520 m²,4, Fritidshus,9560 Hadsund
1044,-8 %,120 m²,395.000,365.000,-30.000,956 m²,5, Villa,9560 Hadsund
1045,-4 %,234 m²,3.088.000,2.950.000,-138.000,3.050 m²,8, Villa,9560 Hadsund
1046,-17 %,91 m²,1.098.000,915.000,-183.000,801 m²,4, Fritidshus,9560 Hadsund
1047,-8 %,101 m²,595.000,545.000,-50.000,0 m²,4, Ejerlejlighed,9560 Hadsund
1048,-5 %,135 m²,1.895.000,1.795.000,-100.000,816 m²,4, Villa,9600 Aars
1049,-11 %,187 m²,1.345.000,1.198.000,-147.000,1.285 m²,5, Villa,9600 Aars
1050,-5 %,173 m²,3.295.000,3.145.000,-150.000,1.696 m²,5, Villa,9600 Aars
1051,-13 %,127 m²,798.000,698.000,-100.000,555 m²,5, Villa,9620 Aalestrup
1052,-10 %,86 m²,995.000,895.000,-100.000,812 m²,4, Fritidshus,9640 Farsø
1053,-9 %,59 m²,1.095.000,995.000,-100.000,1.237 m²,3, Fritidshus,9640 Farsø
1054,-4 %,108 m²,825.000,795.000,-30.000,5.935 m²,6, Villa,9670 Løgstør
1055,-9 %,45 m²,435.000,395.000,-40.000,1.602 m²,3, Fritidshus,9670 Løgstør
1056,-6 %,165 m²,795.000,745.000,-50.000,766 m²,6, Villa,9670 Løgstør
1057,-8 %,56 m²,598.000,548.000,-50.000,1.600 m²,3, Fritidshus,9670 Løgstør
1058,-30 %,160 m²,395.000,275.000,-120.000,315 m²,5, Villa,9681 Ranum
1059,-2 %,92 m²,1.225.000,1.195.000,-30.000,88.832 m²,5, Fritidshus,9681 Ranum
1060,-10 %,88 m²,485.000,435.000,-50.000,0 m²,3, Andelsbolig,9690 Fjerritslev
1061,-8 %,169 m²,975.000,898.000,-77.000,810 m²,6, Villa,9690 Fjerritslev
1062,-12 %,88 m²,565.000,495.000,-70.000,373 m²,2, Villa,9700 Brønderslev
1063,-10 %,131 m²,550.000,495.000,-55.000,830 m²,6, Villa,9700 Brønderslev
1064,-5 %,90 m²,1.095.000,1.045.000,-50.000,690 m²,4, Villa,9700 Brønderslev
1065,-6 %,112 m²,795.000,745.000,-50.000,800 m²,3, Villa,9700 Brønderslev
1066,-3 %,179 m²,1.995.000,1.945.000,-50.000,917 m²,5, Villa,9700 Brønderslev
1067,-8 %,140 m²,1.195.000,1.095.000,-100.000,949 m²,4, Villa,9800 Hjørring
1068,-9 %,106 m²,380.000,345.000,-35.000,666 m²,4, Villa,9800 Hjørring
1069,-7 %,137 m²,1.495.000,1.395.000,-100.000,932 m²,4, Villa,9800 Hjørring
1070,-17 %,77 m²,1.195.000,995.000,-200.000,1.258 m²,4, Fritidshus,9800 Hjørring
1071,-3 %,134 m²,1.595.000,1.545.000,-50.000,708 m²,4, Villa,9800 Hjørring
1072,-9 %,89 m²,1.095.000,995.000,-100.000,405 m²,4, Villa,9800 Hjørring
1073,-9 %,214 m²,3.295.000,2.995.000,-300.000,1.125 m²,8, Villa,9800 Hjørring
1074,-6 %,123 m²,1.795.000,1.695.000,-100.000,399 m²,0, Villa,9800 Hjørring
1075,-7 %,81 m²,1.495.000,1.395.000,-100.000,1.258 m²,4, Fritidshus,9800 Hjørring
1076,-4 %,61 m²,1.550.000,1.495.000,-55.000,2.082 m²,3, Fritidshus,9800 Hjørring
1077,-8 %,197 m²,1.945.000,1.795.000,-150.000,1.350 m²,5, Villa,9850 Hirtshals
1078,-5 %,87 m²,1.895.000,1.795.000,-100.000,1.447 m²,5, Fritidshus,9850 Hirtshals
1079,-4 %,151 m²,835.000,798.000,-37.000,1.327 m²,0, Villa,9870 Sindal
1080,-5 %,98 m²,1.265.000,1.200.000,-65.000,5.187 m²,4, Fritidshus,9881 Bindslev
1081,-6 %,72 m²,1.585.000,1.495.000,-90.000,2.306 m²,5, Fritidshus,9881 Bindslev
1082,-5 %,150 m²,3.895.000,3.695.000,-200.000,1.293 m²,4, Villa,9900 Frederikshavn
1083,-7 %,150 m²,695.000,645.000,-50.000,499 m²,3, Villa,9900 Frederikshavn
1084,-8 %,200 m²,1.195.000,1.095.000,-100.000,2.128 m²,6, Villa,9900 Frederikshavn
1085,-4 %,196 m²,1.295.000,1.245.000,-50.000,521 m²,8, Villa,9900 Frederikshavn
1086,-9 %,98 m²,1.095.000,995.000,-100.000,427 m²,3, Villa,9900 Frederikshavn
1087,-3 %,160 m²,1.595.000,1.545.000,-50.000,759 m²,4, Villa,9900 Frederikshavn
1088,-6 %,150 m²,1.595.000,1.495.000,-100.000,770 m²,5, Villa,9900 Frederikshavn
1089,-9 %,50 m²,2.195.000,1.995.000,-200.000,328 m²,4, Fritidshus,9940 Læsø
1090,-2 %,92 m²,2.995.000,2.945.000,-50.000,1.111 m²,3, Ejerlejlighed,9990 Skagen
1091,-6 %,138 m²,1.595.000,1.495.000,-100.000,785 m²,4, Villa,9990 Skagen
